area,item,year,value_tonnes
Greece,"Cheese from milk of sheep, fresh or processed",1964,76429.0
Greece,"Cheese from milk of sheep, fresh or processed",1965,75544.0
Greece,"Cheese from milk of sheep, fresh or processed",1966,81570.0
Greece,"Cheese from milk of sheep, fresh or processed",1967,84340.0
Greece,"Cheese from milk of sheep, fresh or processed",1968,80597.0
Greece,"Cheese from milk of sheep, fresh or processed",1969,89086.0
Greece,"Cheese from milk of sheep, fresh or processed",1970,91215.0
Greece,"Cheese from milk of sheep, fresh or processed",1971,93675.0
Greece,"Cheese from milk of sheep, fresh or processed",1972,101224.0
Greece,"Cheese from milk of sheep, fresh or processed",1973,99273.0
Greece,"Cheese from milk of sheep, fresh or processed",1974,102110.0
Greece,"Cheese from milk of sheep, fresh or processed",1975,103939.0
Greece,"Cheese from milk of sheep, fresh or processed",1976,105821.0
Greece,"Cheese from milk of sheep, fresh or processed",1977,105594.0
Greece,"Cheese from milk of sheep, fresh or processed",1978,104456.0
Greece,"Cheese from milk of sheep, fresh or processed",1979,106803.0
Greece,"Cheese from milk of sheep, fresh or processed",1980,103828.0
